symptoms,disease
I have chills and vomiting and fatigue and weight loss and cough and breathlessness and sweating and loss of appetite and mild fever and yellowing of eyes and swelled lymph nodes and malaise and phlegm and chest pain and blood in sputum. What could it be?,This could be a sign of Tuberculosis.
I have chills and vomiting and fatigue and weight loss and cough and high fever and sweating and loss of appetite and mild fever and yellowing of eyes and swelled lymph nodes and malaise and phlegm and chest pain and blood in sputum. What could it be?,This could be a sign of Tuberculosis.
I have chills and vomiting and fatigue and weight loss and cough and high fever and breathlessness and loss of appetite and mild fever and yellowing of eyes and swelled lymph nodes and malaise and phlegm and chest pain and blood in sputum. What could it be?,This could be a sign of Tuberculosis.
I have continuous sneezing and chills and fatigue and cough and high fever and headache and swelled lymph nodes and malaise and phlegm and throat irritation and redness of eyes and sinus pressure and runny nose and congestion and chest pain and loss of smell and muscle pain. What could it be?,This could be a sign of Common Cold.
I have continuous sneezing and chills and fatigue and cough and high fever and headache and swelled lymph nodes and malaise and phlegm and throat irritation and redness of eyes and sinus pressure and runny nose and congestion and chest pain and loss of smell and muscle pain. What could it be?,This could be a sign of Common Cold.
I have chills and fatigue and cough and high fever and headache and swelled lymph nodes and malaise and phlegm and throat irritation and redness of eyes and sinus pressure and runny nose and congestion and chest pain and loss of smell and muscle pain. What could it be?,This could be a sign of Common Cold.
I have continuous sneezing and fatigue and cough and high fever and headache and swelled lymph nodes and malaise and phlegm and throat irritation and redness of eyes and sinus pressure and runny nose and congestion and chest pain and loss of smell and muscle pain. What could it be?,This could be a sign of Common Cold.
I have continuous sneezing and chills and cough and high fever and headache and swelled lymph nodes and malaise and phlegm and throat irritation and redness of eyes and sinus pressure and runny nose and congestion and chest pain and loss of smell and muscle pain. What could it be?,This could be a sign of Common Cold.
I have continuous sneezing and chills and fatigue and high fever and headache and swelled lymph nodes and malaise and phlegm and throat irritation and redness of eyes and sinus pressure and runny nose and congestion and chest pain and loss of smell and muscle pain. What could it be?,This could be a sign of Common Cold.
I have continuous sneezing and chills and fatigue and cough and headache and swelled lymph nodes and malaise and phlegm and throat irritation and redness of eyes and sinus pressure and runny nose and congestion and chest pain and loss of smell and muscle pain. What could it be?,This could be a sign of Common Cold.
I have continuous sneezing and chills and fatigue and cough and high fever and swelled lymph nodes and malaise and phlegm and throat irritation and redness of eyes and sinus pressure and runny nose and congestion and chest pain and loss of smell and muscle pain. What could it be?,This could be a sign of Common Cold.
I have continuous sneezing and chills and fatigue and cough and high fever and headache and malaise and phlegm and throat irritation and redness of eyes and sinus pressure and runny nose and congestion and chest pain and loss of smell and muscle pain. What could it be?,This could be a sign of Common Cold.
I have continuous sneezing and chills and fatigue and cough and high fever and headache and swelled lymph nodes and phlegm and throat irritation and redness of eyes and sinus pressure and runny nose and congestion and chest pain and loss of smell and muscle pain. What could it be?,This could be a sign of Common Cold.
I have chills and fatigue and cough and high fever and breathlessness and sweating and malaise and chest pain and fast heart rate and rusty sputum. What could it be?,This could be a sign of Pneumonia.
I have chills and fatigue and cough and high fever and breathlessness and sweating and malaise and phlegm and chest pain and fast heart rate and rusty sputum. What could it be?,This could be a sign of Pneumonia.
I have chills and fatigue and cough and high fever and breathlessness and sweating and malaise and phlegm and chest pain and fast heart rate and rusty sputum. What could it be?,This could be a sign of Pneumonia.
I have fatigue and cough and high fever and breathlessness and sweating and malaise and phlegm and chest pain and fast heart rate and rusty sputum. What could it be?,This could be a sign of Pneumonia.
I have chills and cough and high fever and breathlessness and sweating and malaise and phlegm and chest pain and fast heart rate and rusty sputum. What could it be?,This could be a sign of Pneumonia.
I have chills and fatigue and high fever and breathlessness and sweating and malaise and phlegm and chest pain and fast heart rate and rusty sputum. What could it be?,This could be a sign of Pneumonia.
I have chills and fatigue and cough and breathlessness and sweating and malaise and phlegm and chest pain and fast heart rate and rusty sputum. What could it be?,This could be a sign of Pneumonia.
I have chills and fatigue and cough and high fever and sweating and malaise and phlegm and chest pain and fast heart rate and rusty sputum. What could it be?,This could be a sign of Pneumonia.
I have chills and fatigue and cough and high fever and breathlessness and malaise and phlegm and chest pain and fast heart rate and rusty sputum. What could it be?,This could be a sign of Pneumonia.
